"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Nonda","Feb","mean",-9.74,Inf,-Inf,0.04,819.29,70.72,-14.72,5.67,24.77,-Inf,57.82,NA,NA,NA,NA,NA,NA
"Nonda","Feb","max",6.37,Inf,7.83,3.6,838.21,100,-0.41,19.34,89.32,46.94,130.56,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Feb","min",-35.63,-37.97,-Inf,0,801.05,16.9,-38.87,0.18,270.2,-Inf,0.6,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Feb","obs_na",283,0,0,218,189,283,283,161,217,0,161,424,424,424,424,424,424
"Nonda","Mar","mean",-10.79,Inf,-Inf,0.06,819.81,74.17,-14.91,4.84,16.45,-Inf,126.95,NA,NA,NA,NA,NA,NA
"Nonda","Mar","max",0.25,Inf,3.31,4.6,837.33,99.77,-2.98,14.33,89.66,32.74,222.22,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Mar","min",-32.76,-35.06,-Inf,0,795.39,25.08,-35.65,0.12,272.6,-Inf,26.82,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Mar","obs_na",310,0,0,248,217,310,310,186,248,0,186,465,465,465,465,465,465
"Nonda","Apr","mean",-4.06,Inf,-Inf,0.2,822.52,70.8,-9.17,4.81,13.35,-Inf,201.38,NA,NA,NA,NA,NA,NA
"Nonda","Apr","max",9.58,Inf,13.32,4,841.25,100,-0.24,13.57,89.95,35.76,318.27,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Apr","min",-18.26,-21.79,-Inf,0,800.74,26.17,-20.76,0,271.48,-Inf,37.95,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Apr","obs_na",300,0,0,240,210,300,300,180,240,0,180,450,450,450,450,450,450
"Nonda","May","mean",2.84,Inf,-Inf,0.72,826.2,67.61,-3.59,4.3,3.28,-Inf,243.94,NA,NA,NA,NA,NA,NA
"Nonda","May","max",14.16,Inf,18.66,11.2,842.8,100,5.35,15.65,89.6,39.76,392.86,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","May","min",-10.81,-14.1,-Inf,0,813.01,25.4,-11.57,0,270.77,-Inf,38.64,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","May","obs_na",315,0,0,248,217,314,315,186,248,0,186,465,465,465,465,465,465
"Nonda","Jun","mean",6.65,Inf,-Inf,2.9,826.41,73.25,1.58,4.36,16.15,-Inf,218.96,NA,NA,NA,NA,NA,NA
"Nonda","Jun","max",13.96,Inf,19.04,58.6,839.5,100,7.54,10.36,89.95,28.2,419.94,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Jun","min",-0.15,-3.85,-Inf,0,814.11,35.9,-7.03,0,271.32,-Inf,37.86,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Jun","obs_na",305,0,0,234,210,305,305,180,240,0,180,450,450,450,450,450,450
"Nonda","Jul","mean",9.77,Inf,-Inf,2.75,829.18,72.76,4.58,4.54,18.62,-Inf,214.09,NA,NA,NA,NA,NA,NA
"Nonda","Jul","max",19.58,Inf,24.01,29.4,842.09,100,11.97,11.53,89.09,32.28,376.14,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Jul","min",0.84,-1.05,-Inf,0,814.26,33.45,-1.42,0.82,270.66,-Inf,32.91,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Jul","obs_na",306,0,0,196,195,306,306,182,248,0,182,484,484,484,484,484,484
"Nonda","Aug","mean",8.42,Inf,-Inf,1.98,827.85,73.39,3.41,5.05,26.51,-Inf,171.86,NA,NA,NA,NA,NA,NA
"Nonda","Aug","max",20.24,Inf,24.51,36.2,842.85,100,11.02,13.59,89.67,33.13,322.13,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Aug","min",-5.67,-6.74,-Inf,0,814.29,31.98,-5.92,0.27,270.25,-Inf,30.51,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Aug","obs_na",199,0,0,160,160,199,199,160,222,0,160,496,496,496,496,496,496
"Nonda","Sep","mean",3.92,Inf,-Inf,1.01,825.19,74.42,-0.7,4.95,23.33,-Inf,119.49,NA,NA,NA,NA,NA,NA
"Nonda","Sep","max",18.7,Inf,22.9,37.2,839.84,100,6.22,17.48,89.97,36.51,236.76,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Sep","min",-8.61,-11.47,-Inf,0,802.95,28.06,-11.44,0,270.15,-Inf,12.85,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Sep","obs_na",130,0,0,154,130,130,130,130,210,0,130,480,480,480,480,480,480
"Nonda","Oct","mean",-2.44,Inf,-Inf,0.41,821.19,76.75,-6.4,5.2,21.35,-Inf,64.56,NA,NA,NA,NA,NA,NA
"Nonda","Oct","max",12.74,Inf,15.62,22.2,839.08,100,4.48,18.3,89.55,46.94,152.28,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Oct","min",-15.75,-18.76,-Inf,0,794.04,26.68,-17.61,0,270.49,-Inf,9.62,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Oct","obs_na",142,0,0,186,177,142,142,146,217,0,124,496,496,496,496,496,496
"Nonda","Nov","mean",-8.08,Inf,-Inf,0.05,817.33,74.67,-12.47,4.93,19.7,-Inf,27.21,NA,NA,NA,NA,NA,NA
"Nonda","Nov","max",8.03,Inf,11.08,3.6,848.53,100,-0.02,15.71,87.16,44.44,79.15,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Nov","min",-30.32,-32.37,-Inf,0,796.09,10.33,-32.76,0,272.88,-Inf,5.56,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Nov","obs_na",172,0,0,180,180,172,172,150,210,0,120,480,480,480,480,480,480
"Nonda","Dec","mean",-12.79,Inf,-Inf,0.05,817.76,74.21,-17.01,6.05,21.42,-Inf,13.91,NA,NA,NA,NA,NA,NA
"Nonda","Dec","max",3.31,Inf,4.99,11,846.9,97.49,-3.33,19.44,89.85,43.56,30.77,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","Dec","min",-37.09,-39.58,-Inf,0,790.97,19.12,-40.45,0,270.49,-Inf,4.46,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","Dec","obs_na",276,0,0,186,186,276,276,155,217,0,124,496,496,496,496,496,496
"North Fraser","Jan","mean",NA,Inf,-Inf,NA,NA,NA,NA,NA,NA,-Inf,NA,0.44,0.33,0.49,1.06,NA,NA
"North Fraser","Jan","max",-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.49,0.46,0.51,1.15,-Inf,-Inf
"North Fraser","Jan","min",Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,0.38,0.26,0.44,0.96,Inf,Inf
"North Fraser","Jan","obs_na",31,0,0,31,31,31,31,31,31,0,31,0,0,0,0,31,31
"North Fraser","Feb","mean",NA,Inf,-Inf,NA,NA,NA,NA,NA,NA,-Inf,NA,0.49,0.41,0.51,1.08,NA,NA
"North Fraser","Feb","max",-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.51,0.53,0.51,1.13,-Inf,-Inf
"North Fraser","Feb","min",Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,0.46,0.33,0.51,0.99,Inf,Inf
"North Fraser","Feb","obs_na",28,0,0,28,28,28,28,28,28,0,28,0,0,0,0,28,28
"North Fraser","Mar","mean",NA,Inf,-Inf,NA,NA,NA,NA,NA,NA,-Inf,NA,0.5,0.46,0.51,0.9,NA,NA
"North Fraser","Mar","max",-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.51,0.55,0.51,0.99,-Inf,-Inf
"North Fraser","Mar","min",Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,0.48,0.37,0.51,0.66,Inf,Inf
"North Fraser","Mar","obs_na",31,0,0,31,31,31,31,31,31,0,31,0,0,0,0,31,31
"North Fraser","Apr","mean",NA,Inf,-Inf,NA,NA,NA,NA,NA,NA,-Inf,NA,0.51,0.54,0.51,0.74,NA,NA
"North Fraser","Apr","max",-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.51,0.56,0.51,1.52,-Inf,-Inf
"North Fraser","Apr","min",Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,0.5,0.48,0.51,0.55,Inf,Inf
"North Fraser","Apr","obs_na",30,0,0,30,30,30,30,30,30,0,30,0,0,0,0,30,30
"North Fraser","May","mean",NA,Inf,-Inf,NA,NA,NA,NA,NA,NA,-Inf,NA,0.5,0.48,0.51,6.62,NA,NA
"North Fraser","May","max",-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.51,0.56,0.51,9.36,-Inf,-Inf
"North Fraser","May","min",Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,0.47,0.38,0.51,2.37,Inf,Inf
"North Fraser","May","obs_na",31,0,0,31,31,31,31,31,31,0,31,0,0,0,0,31,31
"North Fraser","Jun","mean",19.24,Inf,-Inf,NA,NA,58.81,NA,1.04,332.15,-Inf,NA,0.44,0.33,0.5,12.52,NA,NA
"North Fraser","Jun","max",29.07,Inf,37.97,-Inf,-Inf,75.16,-Inf,1.71,33.45,-Inf,-Inf,0.48,0.39,0.51,14.6,-Inf,-Inf
"North Fraser","Jun","min",12.01,2.96,-Inf,Inf,Inf,44.56,Inf,0.7,281.09,-Inf,Inf,0.4,0.28,0.47,10.02,Inf,Inf
"North Fraser","Jun","obs_na",30,0,0,46,46,30,46,30,30,0,46,16,16,16,16,46,46
"North Fraser","Jul","mean",17,Inf,-Inf,0.02,NA,69.79,NA,0.83,328.04,-Inf,NA,0.31,0.2,0.41,14.84,NA,NA
"North Fraser","Jul","max",21.89,Inf,32.24,0.2,-Inf,91.9,-Inf,1.11,45.45,-Inf,-Inf,0.43,0.31,0.5,16.67,-Inf,-Inf
"North Fraser","Jul","min",10.97,4.44,-Inf,0,Inf,51.35,Inf,0.59,275.42,-Inf,Inf,0.21,0.17,0.26,14.12,Inf,Inf
"North Fraser","Jul","obs_na",31,0,0,52,62,31,62,31,31,0,62,22,22,22,22,62,62
"North Fraser","Aug","mean",15.03,Inf,-Inf,1.91,NA,71.77,NA,0.88,332.07,-Inf,NA,0.22,0.17,0.29,15.01,NA,NA
"North Fraser","Aug","max",21.34,Inf,32.75,29.81,-Inf,93.16,-Inf,1.47,89.68,-Inf,-Inf,0.33,0.18,0.44,16.76,-Inf,-Inf
"North Fraser","Aug","min",9.76,2.12,-Inf,0,Inf,57.29,Inf,0.58,271.04,-Inf,Inf,0.18,0.16,0.25,12.78,Inf,Inf
"North Fraser","Aug","obs_na",31,0,0,44,62,31,62,31,31,0,62,0,0,0,0,62,62
"North Fraser","Sep","mean",10.35,Inf,-Inf,0,NA,79.26,NA,0.9,343.43,-Inf,NA,0.24,0.17,0.31,11.87,NA,NA
"North Fraser","Sep","max",15.61,Inf,24.27,0,-Inf,95.33,-Inf,1.33,89.41,-Inf,-Inf,0.49,0.18,0.51,15.14,-Inf,-Inf
"North Fraser","Sep","min",5.16,-2.69,-Inf,0,Inf,53.8,Inf,0.54,271.28,-Inf,Inf,0.18,0.16,0.24,9.87,Inf,Inf
"North Fraser","Sep","obs_na",30,0,0,56,60,30,60,30,30,0,60,0,0,0,0,60,60
"North Fraser","Oct","mean",3.41,Inf,-Inf,NA,NA,87.88,NA,0.83,343.91,-Inf,NA,0.38,0.27,0.41,7.78,NA,NA
"North Fraser","Oct","max",8.03,Inf,13.5,-Inf,-Inf,97.87,-Inf,1.33,86.7,-Inf,-Inf,0.51,0.5,0.51,11.2,-Inf,-Inf
"North Fraser","Oct","min",0.17,-3.84,-Inf,Inf,Inf,63.27,Inf,0.34,274.05,-Inf,Inf,0.18,0.17,0.22,4.13,Inf,Inf
"North Fraser","Oct","obs_na",29,0,0,48,48,29,48,29,29,0,48,0,6,0,4,48,48
"North Fraser","Nov","mean",NA,Inf,-Inf,NA,NA,NA,NA,NA,NA,-Inf,NA,0.49,0.39,0.51,2.77,NA,NA
"North Fraser","Nov","max",-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.5,0.53,0.51,3.66,-Inf,-Inf
"North Fraser","Nov","min",Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,0.44,0.31,0.51,2.34,Inf,Inf
"North Fraser","Nov","obs_na",30,0,0,30,30,30,30,30,30,0,30,0,0,0,0,30,30
"North Fraser","Dec","mean",NA,Inf,-Inf,NA,NA,NA,NA,NA,NA,-Inf,NA,0.44,0.33,0.5,1.52,NA,NA
"North Fraser","Dec","max",-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.5,0.53,0.51,2.29,-Inf,-Inf
"North Fraser","Dec","min",Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,0.38,0.27,0.47,1.09,Inf,Inf
"North Fraser","Dec","obs_na",31,0,0,31,31,31,31,31,31,0,31,0,0,0,0,31,31
"Northern Dancer","Jan","mean",-11.67,-13.96,-9.36,0.07,NA,85.96,-13.59,2.33,NA,8.05,19.26,NA,NA,NA,NA,NA,NA
"Northern Dancer","Jan","max",1.72,0.44,3.46,1.6,-Inf,94.62,-1.69,8.77,-Inf,22.65,49.15,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Jan","min",-28.7,-30.76,-24.54,0,Inf,74.99,-31.18,0,Inf,0,4.88,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Jan","obs_na",0,0,0,0,31,0,0,0,31,0,0,31,31,31,31,31,31
"Northern Dancer","Feb","mean",-14.31,-16.8,-12.11,0,NA,75.88,-18.05,1.8,NA,11.61,56.29,NA,NA,NA,NA,NA,NA
"Northern Dancer","Feb","max",-7.95,-11.01,-6.42,0,-Inf,90.88,-9.18,5.22,-Inf,23.65,96.4,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Feb","min",-27.75,-29.06,-26.49,0,Inf,37.19,-30.29,0.15,Inf,4.03,11.6,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Feb","obs_na",0,0,0,0,28,0,0,0,28,0,0,28,28,28,28,28,28
"Northern Dancer","Mar","mean",-10.03,-12.36,-7.36,0.07,NA,78.37,-13.29,2.62,NA,10.52,126.05,NA,NA,NA,NA,NA,NA
"Northern Dancer","Mar","max",0.63,-0.93,3.14,1,-Inf,91.54,-4.46,7.55,-Inf,23.65,229.42,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Mar","min",-20,-23.57,-16.12,0,Inf,41.13,-22.7,0.67,Inf,5.03,51.5,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Mar","obs_na",0,0,0,0,31,0,0,10,31,10,0,31,31,31,31,31,31
"Northern Dancer","Apr","mean",-6.31,-8.7,-3.6,0.73,NA,79.97,-9.34,NA,NA,NA,194.15,NA,NA,NA,NA,NA,NA
"Northern Dancer","Apr","max",-0.82,-3.54,2.1,4.6,-Inf,94.78,-1.55,-Inf,-Inf,-Inf,293.53,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Apr","min",-16.38,-19.42,-15.02,0,Inf,58.03,-19.64,Inf,Inf,Inf,110.57,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Apr","obs_na",0,0,0,0,30,0,0,30,30,30,0,30,30,30,30,30,30
"Northern Dancer","May","mean",2.35,-0.33,5.49,1.3,NA,73.3,-2.35,NA,NA,NA,234.97,NA,NA,NA,NA,NA,NA
"Northern Dancer","May","max",10.32,7.07,14.05,5.4,-Inf,92.71,1.3,-Inf,-Inf,-Inf,359.67,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","May","min",-4.94,-7.48,-1.21,0,Inf,38.46,-7.88,Inf,Inf,Inf,105.46,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","May","obs_na",0,0,0,0,31,0,0,31,31,31,0,31,31,31,31,31,31
"Northern Dancer","Jun","mean",5.65,2.49,9.49,2.07,NA,74.99,1.08,NA,NA,NA,230.41,NA,NA,NA,NA,NA,NA
"Northern Dancer","Jun","max",16.64,12,20.51,23.4,-Inf,94.05,5.55,-Inf,-Inf,-Inf,400.46,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Jun","min",0.05,-1.7,2.26,0,Inf,42.8,-1.53,Inf,Inf,Inf,79.07,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Jun","obs_na",0,0,0,0,30,0,0,30,30,30,0,30,30,30,30,30,30
"Northern Dancer","Jul","mean",10,6.89,13.75,1.19,NA,72.4,4.76,NA,NA,NA,229.42,NA,NA,NA,NA,NA,NA
"Northern Dancer","Jul","max",17.19,15.37,22.23,10,-Inf,95.99,9.3,-Inf,-Inf,-Inf,396.77,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Jul","min",2.33,0.41,3.78,0,Inf,45.31,0.97,Inf,Inf,Inf,48.32,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Jul","obs_na",0,0,0,0,31,0,0,31,31,31,0,31,31,31,31,31,31
"Northern Dancer","Aug","mean",7.62,5.32,10.5,2.94,NA,82,4.55,NA,NA,NA,138.12,NA,NA,NA,NA,NA,NA
"Northern Dancer","Aug","max",17.08,14.75,21.25,11.2,-Inf,95.15,8.38,-Inf,-Inf,-Inf,273.22,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Aug","min",1.43,0.41,3.59,0,Inf,56.64,-1.01,Inf,Inf,Inf,26.3,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Aug","obs_na",0,0,0,0,17,0,0,17,17,17,0,17,17,17,17,17,17
"Northern Dancer","Sep","mean",3.9,1.9,6.09,2.24,NA,84.73,1.43,2.27,NA,10.52,82.17,NA,NA,NA,NA,NA,NA
"Northern Dancer","Sep","max",7.52,5.69,9.73,12.2,-Inf,96.18,5.48,4.93,-Inf,14.09,160.67,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Sep","min",-0.09,-2.89,3.04,0,Inf,62.66,-2.64,0.57,Inf,5.03,15.31,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Sep","obs_na",0,0,0,0,11,0,0,0,11,0,0,11,11,11,11,11,11
"Northern Dancer","Oct","mean",-3.23,-4.76,-1.56,0.63,NA,86.95,-5.31,3.15,NA,13.8,57.26,NA,NA,NA,NA,NA,NA
"Northern Dancer","Oct","max",5.39,2.69,8.22,10.6,-Inf,94.73,0.11,8.45,-Inf,23.15,147.75,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Oct","min",-7.56,-8.93,-6.29,0,Inf,48.84,-9.97,0.21,Inf,6.04,8.73,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Oct","obs_na",0,0,0,0,31,0,0,0,31,0,0,31,31,31,31,31,31
"Northern Dancer","Nov","mean",-13.64,-15.92,-11.54,0,NA,81.81,-16.27,2.33,NA,9.9,26.75,NA,NA,NA,NA,NA,NA
"Northern Dancer","Nov","max",-7.31,-8.56,-6.07,0,-Inf,91.34,-8.5,7.42,-Inf,25.16,71.23,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Nov","min",-22.8,-24.54,-21.17,0,Inf,36.45,-25.08,0,Inf,1.01,5.14,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Nov","obs_na",0,0,0,0,30,0,0,0,30,0,0,30,30,30,30,30,30
"Northern Dancer","Dec","mean",-9.1,-11.2,-6.93,0.01,NA,78.52,-12.52,2.12,NA,8.69,14.27,NA,NA,NA,NA,NA,NA
"Northern Dancer","Dec","max",1.73,1.04,2.98,0.2,-Inf,95.33,-2.13,10,-Inf,23.65,24.98,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","Dec","min",-24.28,-25.44,-22.42,0,Inf,27.62,-31.28,0,Inf,0,3.68,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","Dec","obs_na",0,0,0,0,31,0,0,0,31,0,0,31,31,31,31,31,31
"Pink Mountain","Jan","mean",-10.25,Inf,-Inf,0.87,810.39,75.28,-14.22,5.9,11.32,-Inf,29.82,NA,NA,NA,NA,NA,NA
"Pink Mountain","Jan","max",6.88,Inf,9.42,87.61,830.23,97.75,-1.23,14.13,89.85,36.17,77.17,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Jan","min",-37.81,-38.71,-Inf,0,787.1,15.83,-40.77,0,271.26,-Inf,6.13,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Jan","obs_na",50,0,0,62,79,50,50,124,279,0,93,438,438,438,438,438,438
"Pink Mountain","Feb","mean",-11.84,Inf,-Inf,1.3,812.55,72.69,-16.23,5.21,5.03,-Inf,67.73,NA,NA,NA,NA,NA,NA
"Pink Mountain","Feb","max",5.48,Inf,7.43,252.25,830.52,93.63,-2.14,11.5,89.73,35.4,136.24,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Feb","min",-35.24,-36.97,-Inf,0,790.66,16.64,-38.58,0,270.44,-Inf,16.75,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Feb","obs_na",37,0,0,56,84,37,37,112,254,0,84,395,395,395,395,395,395
"Pink Mountain","Mar","mean",-9.78,Inf,-Inf,0.14,811.36,75.27,-13.68,4.7,9.01,-Inf,131.91,NA,NA,NA,NA,NA,NA
"Pink Mountain","Mar","max",8.95,Inf,11.81,8.2,829.83,95.65,-1.79,13.69,86.56,31.22,240.88,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Mar","min",-30.3,-33.73,-Inf,0,787.07,19.76,-35.41,0,270.13,-Inf,35.4,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Mar","obs_na",42,0,0,62,93,42,42,124,279,0,93,434,434,434,434,434,434
"Pink Mountain","Apr","mean",-4.39,Inf,-Inf,0.23,814.95,73.75,-8.82,4.53,5.08,-Inf,202.58,NA,NA,NA,NA,NA,NA
"Pink Mountain","Apr","max",9.13,Inf,13.02,10.2,835.52,98.41,1.08,9.96,89.5,33.12,322.7,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Apr","min",-20.4,-23.2,-Inf,0,793.66,31.56,-22.34,0,273.42,-Inf,64.63,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Apr","obs_na",53,0,0,60,90,52,53,120,270,0,90,420,420,420,420,420,420
"Pink Mountain","May","mean",2.58,Inf,-Inf,0.95,818.87,69.71,-3.12,4.49,3.31,-Inf,238.36,NA,NA,NA,NA,NA,NA
"Pink Mountain","May","max",16.64,Inf,20.46,25.8,835.92,99.22,5.11,12.52,88.45,28.93,404.05,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","May","min",-11.99,-13.66,-Inf,0,804.61,26.6,-14.8,0,270.85,-Inf,45.94,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","May","obs_na",85,0,0,62,93,85,85,124,279,0,93,434,434,434,434,434,434
"Pink Mountain","Jun","mean",7.45,Inf,-Inf,3.1,818.89,72.09,2.15,4.36,10.49,-Inf,239.7,NA,NA,NA,NA,NA,NA
"Pink Mountain","Jun","max",25.48,Inf,29.84,45.6,831.77,100,12.91,12.18,89.6,29.69,421.35,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Jun","min",-4.29,-5.51,-Inf,0,801.74,31.98,-5.9,0.09,270.54,-Inf,22.59,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Jun","obs_na",90,0,0,60,90,90,90,120,270,0,90,420,420,420,420,420,420
"Pink Mountain","Jul","mean",10.15,Inf,-Inf,2.54,821.83,72.19,4.82,4.03,7.26,-Inf,239.11,NA,NA,NA,NA,NA,NA
"Pink Mountain","Jul","max",21.64,Inf,25.48,51.6,833.88,100,11.34,10.87,87.8,31.96,393.96,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Jul","min",0.88,-1.51,-Inf,0,808.85,26.75,-5.83,1.16,273.48,-Inf,44.68,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Jul","obs_na",94,0,0,62,70,94,94,124,272,0,93,434,434,434,434,434,434
"Pink Mountain","Aug","mean",9.34,Inf,-Inf,2.25,820.7,71.39,3.93,4.2,8.53,-Inf,199.31,NA,NA,NA,NA,NA,NA
"Pink Mountain","Aug","max",19.55,Inf,22.99,44.2,834.96,100,11.77,9.96,89.03,27.87,341.61,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Aug","min",-4.54,-5.79,-Inf,0,799.67,31.62,-5.09,0.57,273.88,-Inf,24.15,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Aug","obs_na",96,0,0,62,35,96,96,116,240,0,53,434,434,434,434,434,434
"Pink Mountain","Sep","mean",4.35,Inf,-Inf,0.87,818.25,73.56,-0.43,4.71,12.07,-Inf,134.59,NA,NA,NA,NA,NA,NA
"Pink Mountain","Sep","max",20.09,Inf,23.47,22.6,850.25,100,7.28,10.52,87.85,27.68,266.86,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Sep","min",-9.14,-10.9,-Inf,0,796.13,21,-10.38,0,273.47,-Inf,20.4,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Sep","obs_na",54,0,0,26,31,54,54,76,230,0,11,442,442,442,442,442,442
"Pink Mountain","Oct","mean",-2.31,Inf,-Inf,0.27,814.75,76.68,-6.26,4.61,8.96,-Inf,76.71,NA,NA,NA,NA,NA,NA
"Pink Mountain","Oct","max",13.91,Inf,16.11,9.8,832.86,99.99,5.97,10.93,87.57,33.88,169.93,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Oct","min",-21.05,-22.22,-Inf,0,791.66,17.95,-22.99,0,270.42,-Inf,9.88,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Oct","obs_na",25,0,0,26,31,25,25,93,279,0,0,465,465,465,465,465,465
"Pink Mountain","Nov","mean",-8.47,Inf,-Inf,0.45,810.66,76.68,-12.34,5.36,19.71,-Inf,35.08,NA,NA,NA,NA,NA,NA
"Pink Mountain","Nov","max",6.9,Inf,8.34,45,841.44,98.57,0.56,11.5,88.02,32.35,102.44,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","Nov","min",-29.29,-33.45,-Inf,0,788.45,13.86,-31.71,0,270.43,-Inf,0.6,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","Nov","obs_na",11,0,0,30,30,11,11,90,270,0,4,450,450,450,450,450,450
